Dish Name,Dish Description,Restaurant Name,Dish MRP,Discount,Dicounted Price,Tax,Dish Type,Dish Cuisine,Dish Course
Irish Coffee Eggless Cake,"[ Eggless/Veg ] Inspired by Irish Coffee, perfect for coffee lovers who want freshly made cakes. Being a cloud kitchen, we don't store any products and all our cakes and freshly prepared after receiving the order. [ Vanilla Sponge + Irish Coffee + Coffee Powder + Cream ]",CakeZone,0.0,0.0,383.69,0.0,veg,American,Dessert
Red Velvet Eggless Cake,"[ Eggless/Veg ] Preparation starts after receiving the order. No storage. Scrumptious and tempting, creamy red velvet cake with the taste of cocoa and sugar. [Red Velvet Sponge + Cheese Cream] (6 serving, 370 calories each, protein-4g each, carbs-47g each)",CakeZone,0.0,0.0,420.29,0.0,veg,American,Dessert
Brownie Cheesecake [500gm],"[Eggless]. 500 gms. Bite into our smooth, rich, fresh, and dense texture of cheesecake and Brownie . We stand by our promise, of sweeter celebrations with CakeZone. (4 Serving, 745 calories each, protein-9g each, carbs-67g each)",CakeZone,979.0,381.81,597.19,176.22,veg,American,Dessert
Red Velvet Cheesecake [500gm],"500 gms. Bite into our Smooth, rich, fresh, original sourness of cheese and with a dense texture of cheesecake and Red Velvet .  We stand by our promise, of sweeter celebrations with CakeZone. ( 4 Serving, 702 calories each, protein-7g each, carbs-57g each)",CakeZone,959.0,374.01,584.99,172.62,veg,American,Dessert
Mango Cheesecake [500gm],"500 gms. Bite into our smooth, rich, fresh, and dense texture of cheesecake and Mango cake. We stand by our promise, of sweeter celebrations with CakeZone. ( 4 Serving, 516 calories each, protein-6g each, carbs-39g each)",CakeZone,969.0,377.91,591.0899999999999,174.42,veg,American,Dessert
French Blueberry Cheese Cake [500gm],"[Eggless]. 500gms. The richness of fresh cheesecake is topped with premium blueberry fruit filling. (4 Serving, 521 calories each, protein-6g each, carbs-40g each)",CakeZone,989.0,385.71,603.29,178.02,veg,American,Dessert
Strawberry Cheesecake [500gm],"[Eggless]. 500 gms. Bite into our smooth, rich, fresh, and dense texture of cheesecake and Strawberry . We stand by our promise, of sweeter celebrations with CakeZone. (4 Serving, 567 calories each, protein - 6g each, carbs-53g each)",CakeZone,979.0,381.81,597.19,176.22,veg,American,Beverage
Choco Mousse Cheesecake [500gm],"[Eggless]. 500 gms. Bite into our smooth, rich, fresh, and dense texture of cheesecake and Choco Mousse . We stand by our promise, of sweeter celebrations with CakeZone. (4 Serving, 800 calories each, protein-6g each, carbs-61g each)",CakeZone,979.0,381.81,597.19,176.22,veg,American,Dessert
Plain Cheesecake Slice,[Eggless]. 120 gms. Nothing could be Richer than a cheesecake.  Try our cheesecake slice to know it for yourself.,CakeZone,239.0,93.21,145.79000000000002,43.02,veg,American,Dessert
Brownie Cheesecake Slice,"[Eggless]. 120 gms. Nothing could be Richer than a Pastry. Pastries are edible love. Try our Brownie cheesecake pastry to know it for yourself. (893 Calories, Protein-10g, Carbs-80g)",CakeZone,269.0,104.91,164.09,48.42,veg,American,Dessert
Strawberry Cheesecake Slice,"[Eggless]. 120 gms. Nothing could be more Richer than a Pastry. Pastries are edible love. Try our Strawberry cheesecake pastry to know it for yourself. (567 Calories, Protein-6g, Carbs-53g)",CakeZone,269.0,104.91,164.09,48.42,veg,American,Beverage
Choco Mousse Cheesecake Slice,"[Eggless]. 120 gms. Nothing could be more Richer than a Pastry. Pastries are edible love. Try our Choco Mousse cheesecake pastry to know it for yourself. (959 Calories, Protein-9g, Carbs-74g)",CakeZone,289.0,112.71,176.29000000000002,52.02,veg,American,Dessert
Mango Cheesecake Slice,"[Eggless]. 120 gms. Nothing could be more French than a Pastry. Pastries are edible love. Try our Mango cheesecake pastry to know it for yourself. (516 Calories, Protein-6g, Carbs-39g)",CakeZone,269.0,104.91,164.09,48.42,veg,American,Dessert
Red Velvet Cheesecake Slice,"120 gms. Nothing could be more Richer than a Cheesecake Pastry. Pastries are edible love. Try our Red Velvet cheesecake pastry to know it for yourself. (535 Calories, Protein-6g, Carbs-40g)",CakeZone,269.0,104.91,164.09,48.42,veg,American,Dessert
French Blueberry Cheesecake Slice,"[Eggless]. 120 gms. Nothing could be more French than a Pastry. Pastries are edible love. Try our cheesecake pastry to know it for yourself. (521 Calories, Protein-6g, Carbs-40g)",CakeZone,279.0,108.81,170.19,50.22,veg,American,Starter
Mango Cheesecake Jar,"[Eggless]. Mini Jar (150 gm). Smooth, rich, fresh, and with a dense texture of cheesecake and mango appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (684 Calories, Protein-7g, Carbs-55g)",CakeZone,239.0,93.21,145.79000000000002,43.02,veg,American,Dessert
Brownie Cheesecake Jar,"[Eggless]. Mini Jar (150 gm). Smooth, rich, fresh, and with a dense texture of cheesecake and Brownie appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (1072 Calories, Protein-12g, Carbs-96g)",CakeZone,259.0,101.01,157.99,46.62,veg,American,Dessert
Choco Mousse Cheesecake Jar,"[Eggless]. Mini Jar (150 gm).Smooth, rich, fresh, and with a dense texture of cheesecake and Choco Mousse appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (1151 Calories, Protein-10g, Carbs-88g)",CakeZone,259.0,101.01,157.99,46.62,veg,American,Dessert
French Blueberry Cheesecake Jar,"[Eggless]. 150 gm. Smooth, rich, fresh, and with a dense texture of cheesecake appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (689 Calories, Protein-7g, Carbs-56g)",CakeZone,259.0,101.01,157.99,46.62,veg,American,Dessert
Red Velvet Cheesecake Jar,"Mini Jar (150 gm).The smooth, rich, fresh, original sourness of cheese and with the dense texture of cheesecake and Red Velvet are appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (702 Calories, Protein-7g, Carbs-57g)",CakeZone,259.0,101.01,157.99,46.62,veg,American,Dessert
Strawberry Cheesecake Jar,"[Eggless]. Mini Jar (150 gm).Smooth, rich, fresh, and with a dense texture of cheesecake and Strawberry. appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (735 Calories, Protein-7g, Carbs-69g)",CakeZone,259.0,101.01,157.99,46.62,veg,American,Beverage
Mango Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Mango Bomb Cake, where cake is placed inside a bomb-shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone. ( 6 Serving, 1923 Calories each, Protein-33g each, Carbs-338g each)",CakeZone,1399.0,545.61,853.39,251.82,veg,American,Dessert
Chocolate Truffle Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Chocolate Truffle Bomb Cake, where chocolate truffle cake is placed inside a bomb-shaped container that is lit up to open with an unintended explosion. Celebrate the moments and We stand by our promise, of sweeter celebrations with CakeZone.( 6 Serving, 388 Calories each, Protein-5g each, Carbs-53g each)",CakeZone,1769.0,689.91,1079.0900000000001,318.42,veg,American,Dessert
Butterscotch Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Mango Bomb Cake, where cake is placed inside a bomb-shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone ( 6 Serving, 912 Calories each, Protein-18g each, Carbs-176g each)",CakeZone,1689.0,658.71,1030.29,304.02,veg,American,Dessert
Rasmalai Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Rasmalai Bomb Cake, where cake is placed inside a bomb-shaped container that is lit up to open with an unintended explosion. Celebrate the moments and We stand by our promise, of sweeter celebrations with CakeZone. (6 Serving, 824 Calories, Protein-14g each, Carbs-131g each)",CakeZone,1709.0,666.51,1042.49,307.62,veg,American,Dessert
Cute Teddy Butterscotch Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Mango Bomb Cake, where cake is placed inside a bomb-shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone ( 6 Serving, 912 Calories each, Protein-18g each, Carbs-176g each)",CakeZone,1709.0,666.51,1042.49,307.62,veg,American,Dessert
Red Velvet Bomb Cake - 500 Grams,"[500 grams]. Bomb cakes are wonderful for all occasions try our Red Velvet Bomb Cake, where red velvet cake is placed inside the bomb shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone.( 6 Serving, 370 Calories each, Protein-4g each, Carbs-47g each)",CakeZone,1949.0,760.11,1188.8899999999999,350.82,veg,American,Dessert
Vanilla Pineapple Lunch Box Cake,"[Eggless]Bento Cakes are always the best for sweeter celebrations, try our special vanilla pineapple Lunch box
 bento cake and mark the memories.(one bento cake, 644 calories, 11gms Protien, 103gms carbs)",CakeZone,219.0,85.41,133.59,39.42,veg,American,Dessert
Butterscotch Lunch Box Cake,"[Eggless] Lunch Box Bento Cakes are always the best for sweeter celebrations, try our special butterscotch bento cake and mark the memories.(one bento cake, 846 calories, 10gms Protien, 166gms carbs)",CakeZone,229.0,89.31,139.69,41.22,veg,American,Dessert
Chocolate Truffle Lunch Box Cake,"[Eggless]Lunch box Bento Cakes are always the best for sweeter celebrations, try our special chocolate truffle bento cake and mark the memories.(one bento cake, 1416 calories, 15gms Protien, 185gms carbs)",CakeZone,239.0,93.21,145.79000000000002,43.02,veg,American,Dessert
Red Velvet Lunch Box Cake,"[Eggless]Lunch Box Bento Cakes are always the best for sweeter celebrations, try our special red velvet bento cake and mark the memories.(one bento cake, 856 calories, 9gms Protien, 115gms carbs)",CakeZone,249.0,97.11,151.89,44.82,veg,American,Dessert
Pack Of 2 Lunch Box Cakes,"Lunch Box Bento Cakes are always the best for sweeter celebrations, try our special red velvet and chocolate truffle  bento cakes and mark the memories.(one bento cake each, 856 calories, 9gms Protien, 115gms carbs)",CakeZone,399.0,155.61,243.39,71.82,veg,American,Dessert
Dark Chocolate Pinata Heart Shape Dome Cake,"[Eggless]. 500 gms. Share your love with the most gorgeous person you think by sharing this Dark Chocolate Pinata Heart Shape Dome Cake. This delicious treat made with rich dark chocolate base.(4 Serving, 443calories, 12 gms Protein, 56gms Carbs).",CakeZone,0.0,0.0,365.39,0.0,veg,American,Dessert
Dark Chocolate Pinata Half Dome Cake,"[Eggless]. 500 gms. Are you excited to know what is inside? Make your soulmate feel special by endowing this Dark Chocolate Pinata Half Dome Cake. This delicious treat made with rich dark chocolate base.(4 Serving, 443calories, 12 gms Protein, 56gms Carbs).",CakeZone,0.0,0.0,365.39,0.0,veg,American,Dessert
Dark Chocolate Pinata Full Round Dome Cake,"[Eggless]. (650-700 Gms) . Are you excited to know what is inside? Make your soulmate feel special on Valentine's Day by endowing this half-round pinata cake.(4 Serving, 443calories, 12 gms Protein, 56gms Carbs).",CakeZone,0.0,0.0,365.39,0.0,veg,American,Dessert
Rasmalai Eggless Cake,"[Eggless/Veg]. Preparation starts after receiving the order. No storage. Sweet, Fluffy and moist rasmalai cake that will melt in your mouth. [Vanilla sponge+rasmalai sweet+Kesar Milk] (6 Serving, 197 Calories each, Protein-3g each, Carbs-31g each)",CakeZone,0.0,0.0,310.49,0.0,veg,American,Dessert
Thandai Cake,"This Delicious Indian fusion dessert recipe where traditional thandai flavors are infused in a soft vanilla sponge, and garnished with Cashew,Pista flakes,almond flakes on top gives you unmatched taste experience, ( 6 Serving, 240 Calories each, Protein-5g, Carbs-32g each)",CakeZone,0.0,0.0,365.39,0.0,veg,Indian,Beverage
Gulab Jamun Vanilla Eggless Cake,"[Eggless/Veg]. CakeZone's signature Indian fusion Gulab jamun cake - a blend of traditional indian Gulab jamun sweet and western dessert. Our very own Indian fusion cakes creation. [vanilla Sponge+ Gulab jamun] ( 6 Serving, 258 Calories each, Protein- 4g each, Carbs-39g each)",CakeZone,0.0,0.0,383.69,0.0,veg,American,Dessert
Gulkand Cake,"This Delicious Indian fusion dessert recipe where traditional thandai flavors are infused in a soft vanilla sponge, and garnished with round chocolate garnished with nuts gives you unmatched taste experience. (6 Serving, 256 Calories each, Protein - 5g each, Carbs-39g each)",CakeZone,0.0,0.0,432.49,0.0,veg,American,Dessert
Kaju Barfi Eggless Cake,"[Eggless/Veg]. CakeZone's signature Indian fusion Kaju barfi cake - a blend of traditional indian Kaju katli sweet and western dessert. Our very own Indian fusion cakes creation. [Vanilla Sponge+ Kaju barfi] ( 6 Serving, 227 Calories each, Protein-4g each, Carbs-32g each)",CakeZone,0.0,0.0,438.59,0.0,veg,American,Dessert
Gulab Jamun Red Velvet Eggless Cake,"[Eggless/Veg]. CakeZone's signature Indian fusion Gulab jamun cake - a blend of traditional Indian Gulab jamun sweet and western dessert. Our very own Indian fusion cakes creation. [Red velvet sponge+ Cheese cream+ Gulab Jamun] ( 6 Serving , 821 Calories each, Protein-8g each, Carbs-124g)",CakeZone,0.0,0.0,554.49,0.0,veg,American,Dessert
Rasmalai Cake,"CakeZone's signature Indian fusion Rasmalai cake - a blend of traditional indian Rasmalai sweet and western dessert. [Vanilla+Rasmalai+Kesar milk] ( 6 Serving , 211 calories each, Protein-4g, Carbs-31g each)",CakeZone,0.0,0.0,304.39,0.0,egg,Indian,Dessert
Gulab Jamun Vanilla Cake,"CakeZone's signature Indian fusion Gulab jamun cake - a blend of traditional Indian Gulab jamun sweet and western dessert. Our very own Indian fusion cakes creation. [Vanilla Sponge + Gulab Jamun] ( 6 Serving, 901 Calories each, Protein-8g each, Carbs-129g)",CakeZone,0.0,0.0,377.59000000000003,0.0,egg,Indian,Dessert
